Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Activity Gear,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Calories,Max Temperature,Average Temperature,Relative Effort.1,Number of Runs,Uphill Time,Downhill Time,Other Time,Gear
4962605,"Feb 25, 2012, 8:43:36 AM","02/25/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:45:31,5.09,169.0,57.0,,2731.0,2731.0,8192.4404296875,4.110000133514404,,11.578900337219238,,5.487199783325195,17.25550079345703,13.366499900817873,-0.0056769400835037,,,,,169.0,155.67799377441406,850.3458251953125,,,57.0,,,,,
4962612,"Feb 7, 2012, 5:23:38 AM","02/07/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:03:11,7.07,157.0,62.0,,3791.0,3791.0,11388.400390625,4.073929786682129,,10.104999542236328,,9.848329544067385,20.575199127197266,25.5398006439209,0.0032938900403678,,,,,157.0,146.91400146484375,1182.4461669921875,,,62.0,,,,,
4962614,"Feb 3, 2012, 5:43:28 AM","02/03/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:36:53,4.13,164.0,36.0,,2213.0,2213.0,6658.06005859375,4.075980186462402,,10.341300010681152,,7.0,17.493999481201172,20.20199966430664,-0.0120965996757149,,,,,164.0,150.0970001220703,690.9351196289062,,,36.0,,,,,
4962615,"Feb 8, 2012, 5:32:59 AM","02/08/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:11:51,8.09,157.0,71.0,,4311.0,4311.0,13025.099609375,4.517970085144043,,10.065500259399414,,9.845780372619627,20.550199508666992,18.499500274658203,-0.0047050598077476,,,,,157.0,147.07899475097656,1352.1090087890625,,,71.0,,,,,
4962616,"Feb 4, 2012, 2:05:59 PM","02/04/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:46:10,5.22,187.0,48.0,,2770.0,2770.0,8401.6298828125,5.409999847412109,,11.720800399780272,,5.4196600914001465,17.353200912475586,13.709199905395508,-0.0174947008490562,,,,,187.0,153.41200256347656,871.6068115234375,,,48.0,,,,,
4962619,"Jan 30, 2012, 5:39:57 AM","01/30/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:36:30,4.13,154.0,35.0,,2190.0,2190.0,6658.259765625,4.004000186920166,,10.393600463867188,,7.0,17.542200088500977,14.25189971923828,-0.0177932009100914,,,,,154.0,143.70199584960938,690.769287109375,,,35.0,,,,,
4962620,"Feb 2, 2012, 5:33:44 AM","02/02/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:42:37,5.12,165.0,44.0,,2557.0,2557.0,8241.9404296875,4.031929969787598,,11.926199913024902,,5.463190078735352,17.583999633789062,17.488000869750977,-0.0153935002163052,,,,,165.0,155.66000366210938,855.0624389648438,,,44.0,,,,,
4962622,"Feb 26, 2012, 10:16:31 AM","02/26/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,2:37:08,16.28,171.0,226.0,,9428.0,8848.0,26199.099609375,3.944000005722046,,40.77870178222656,,7.0,17.437999725341797,57.2244987487793,-0.0029578199610114,,,,,171.0,161.38299560546875,2719.819091796875,,,226.0,,,,,
4962623,"Feb 5, 2012, 10:43:24 AM","02/05/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:47:52,5.17,179.0,48.0,,2872.0,2793.0,8321.169921875,4.901999950408936,,11.603799819946287,,2.3782401084899902,17.03059959411621,25.793800354003903,-0.017137499526143,,,,,179.0,155.46499633789062,862.7955932617188,,,48.0,,,,,
4962625,"Jan 31, 2012, 5:44:32 AM","01/31/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:49:38,6.03,170.0,58.0,,2978.0,2978.0,9712.509765625,4.585989952087402,,11.94950008392334,,5.409890174865723,17.57979965209961,18.331499099731445,-0.012491799890995,,,,,170.0,158.15699768066406,1007.7661743164062,,,58.0,,,,,
4962626,"Feb 1, 2012, 5:22:36 AM","02/01/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:13:41,8.26,175.0,74.0,,4421.0,4421.0,13293.400390625,3.6679999828338623,,20.66230010986328,,7.0,17.533199310302734,14.74209976196289,-0.0012403100263327,,,,,175.0,151.69400024414062,1380.05615234375,,,74.0,,,,,
4962628,"Jan 28, 2012, 8:21:34 AM","01/28/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:46:41,5.23,167.0,46.0,,2801.0,2801.0,8415.7998046875,3.957979917526245,,11.59589958190918,,2.385809898376465,16.054500579833984,17.0939998626709,-0.0020404499955475,,,,,167.0,150.4510040283203,873.0891723632812,,,46.0,,,,,
4962629,"Jan 27, 2012, 5:13:35 AM","01/27/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:52:03,6.36,194.0,83.0,,3123.0,3123.0,10243.5,4.323969841003418,,11.79599952697754,,5.436769962310791,17.427000045776367,16.79490089416504,-0.0115523003041744,,,,,194.0,163.8350067138672,1062.8726806640625,,,83.0,,,,,
4962630,"Jan 24, 2012, 5:36:55 AM","01/24/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:32:33,4.12,171.0,32.0,,1953.0,1953.0,6632.14013671875,4.041989803314209,,10.306500434875488,,7.0,17.453100204467773,16.935800552368164,-0.0099274097010493,,,,,171.0,153.63800048828125,688.2503051757812,,,32.0,,,,,
4962631,"Jan 26, 2012, 5:38:50 AM","01/26/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:36:09,4.12,167.0,41.0,,2169.0,2169.0,6636.31005859375,3.681999921798706,,10.250300407409668,,7.0,17.415800094604492,14.912599563598633,-0.0117041002959012,,,,,167.0,155.49099731445312,688.6856689453125,,,41.0,,,,,
4962633,"Jan 23, 2012, 5:17:22 AM","01/23/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:38:45,4.23,157.0,38.0,,2325.0,2325.0,6799.27001953125,3.73799991607666,,10.32260036468506,,7.0,17.473100662231445,15.520999908447266,-0.0072572501376271,,,,,157.0,142.11500549316406,705.7069091796875,,,38.0,,,,,
4962635,"Jan 21, 2012, 9:04:15 AM","01/21/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:44:22,5.1,161.0,44.0,,2662.0,2662.0,8209.5302734375,4.142000198364258,,11.647199630737305,,5.430729866027832,17.29170036315918,18.456499099731445,-0.0167298000305891,,,,,161.0,151.8260040283203,851.7866821289062,,,44.0,,,,,
4962636,"Jan 20, 2012, 5:33:25 AM","01/20/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:34:35,4.11,165.0,37.0,,2075.0,2075.0,6620.669921875,3.996000051498413,,10.268199920654297,,7.0,17.42460060119629,15.847900390625,-0.0074161700904369,,,,,165.0,154.66700744628906,687.161865234375,,,37.0,,,,,
4962637,"Jan 19, 2012, 5:34:33 AM","01/19/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:39:05,4.25,180.0,40.0,,2345.0,2345.0,6843.31005859375,4.038010120391846,,10.357600212097168,,7.0,17.492900848388672,671.4749755859375,-0.0089184902608394,,,,,180.0,151.61700439453125,710.2368774414062,,,40.0,,,,,
4962638,"Jan 25, 2012, 5:27:01 AM","01/25/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:04:55,7.26,165.0,70.0,,3895.0,3895.0,11686.7998046875,4.019999980926514,,11.2076997756958,,2.385240077972412,17.443899154663086,23.6781005859375,-0.0056001800112426,,,,,165.0,154.7469940185547,1212.85009765625,,,70.0,,,,,
4962646,"Jan 17, 2012, 5:25:56 AM","01/17/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:54:39,6.09,160.0,54.0,,3279.0,3279.0,9804.0498046875,3.817990064620972,,11.80109977722168,,5.393219947814941,17.411100387573242,18.851900100708008,0.0003059960145037,,,,,160.0,149.96800231933594,1017.8317260742188,,,54.0,,,,,
4962647,"Jan 16, 2012, 9:10:12 AM","01/16/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:36:43,4.13,171.0,36.0,,2203.0,2203.0,6652.22021484375,3.5779800415039062,,10.226200103759766,,7.0,17.374900817871094,15.8572998046875,-0.0117482999339699,,,,,171.0,148.7469940185547,690.2820434570312,,,36.0,,,,,
4962651,"Jan 2, 2012, 8:52:09 AM","01/02/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:44:36,5.13,161.0,44.0,,2676.0,2676.0,8258.349609375,4.834000110626221,,11.721199989318848,,5.435760021209717,17.339399337768555,13.824899673461914,-0.0132763003930449,,,,,161.0,152.82200622558594,856.9075927734375,,,44.0,,,,,
4962652,"Jan 29, 2012, 9:08:42 AM","01/29/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,2:02:03,13.11,162.0,121.0,,7323.0,7268.0,21104.0,3.7460899353027344,,30.9468994140625,,1.0,22.08139991760254,19.927499771118164,-0.0059033399447798,,,,,162.0,152.63499450683594,2190.689208984375,,,121.0,,,,,
4962655,"Dec 7, 2011, 4:48:50 PM","12/07/2011 Bury St Edmunds, Suffolk, United Kingdom",Run,,0:44:34,5.06,175.0,46.0,,2674.0,2674.0,8147.830078125,3.9140000343322754,,0.0,,4.480979919433594,13.138099670410156,14.50450038909912,-0.0384147018194198,,,,,175.0,155.88999938964844,852.7092895507812,,,46.0,,,,,
4962658,"Dec 5, 2011, 5:25:51 AM","12/05/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:41:41,5.0,165.0,43.0,,2501.0,2474.0,8057.43017578125,4.122000217437744,,11.61769962310791,,2.351900100708008,17.276599884033203,120.19200134277344,-0.0218371991068124,,,,,165.0,155.89199829101562,835.3148803710938,,,43.0,,,,,
4962659,"Jan 18, 2012, 5:36:41 AM","01/18/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:11:02,8.16,171.0,90.0,,4262.0,4262.0,13139.400390625,4.07997989654541,,20.647300720214844,,7.0,17.519100189208984,17.98349952697754,-0.0068018198944628,,,,,171.0,159.05799865722656,1363.77099609375,,,90.0,,,,,
4962660,"Jan 22, 2012, 10:15:28 AM","01/22/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:51:17,12.3,162.0,108.0,,6677.0,6523.0,19801.5,3.961990118026733,,30.702299118041992,,7.0,17.44420051574707,15.552900314331056,-0.001555040013045,,,,,162.0,152.11700439453125,2055.6494140625,,,108.0,,,,,
4962662,"Jan 15, 2012, 10:18:07 AM","01/15/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:52:32,12.24,175.0,178.0,,6752.0,6569.0,19700.099609375,4.271999835968018,,30.59830093383789,,7.0,17.451799392700195,15.358699798583984,-0.0077820802107453,,,,,175.0,163.38499450683594,2044.6820068359373,,,178.0,,,,,
4962663,"Dec 19, 2011, 5:53:13 AM","12/19/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:32:45,4.13,174.0,50.0,,1965.0,1965.0,6641.27978515625,4.23799991607666,,10.30490016937256,,7.0,17.457599639892578,15.575900077819824,-0.0165286995470523,,,,,174.0,163.5970001220703,689.0277709960938,,,50.0,,,,,
4962664,"Dec 30, 2011, 1:53:18 PM","12/30/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:29:25,3.36,161.0,29.0,,1765.0,1765.0,5402.35009765625,5.5960001945495605,,0.0,,7.001480102539063,16.699600219726562,12.40030002593994,-0.0123413000255823,,,,,161.0,152.56399536132812,560.1868286132812,,,29.0,,,,,
4962666,"Dec 2, 2011, 5:18:25 AM","12/02/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:37:26,4.12,157.0,36.0,,2246.0,2246.0,6635.68017578125,3.4739699363708496,,10.225500106811523,,7.0,17.35300064086914,13.36680030822754,-0.0080775404348969,,,,,157.0,149.37399291992188,688.6856689453125,,,36.0,,,,,
4962667,"Jan 6, 2012, 5:37:18 AM","01/06/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:51:48,5.98,167.0,58.0,,3108.0,3108.0,9636.580078125,4.086130142211914,,11.763500213623049,,5.418560028076172,17.380800247192383,14.042200088500977,-0.0095344996079802,,,,,167.0,155.2270050048828,1000.0641479492188,,,58.0,,,,,
4962668,"Dec 1, 2011, 4:01:03 PM","12/01/2011 Bury St Edmunds, Suffolk, United Kingdom",Run,,1:22:39,9.51,169.0,94.0,,4959.0,4847.0,15305.400390625,6.28203010559082,,0.0,,4.418829917907715,13.98639965057373,14.196999549865724,-0.0567394010722637,,,,,169.0,155.94500732421875,1600.927734375,,,94.0,,,,,
4962670,"Dec 26, 2011, 9:04:19 AM","12/26/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,1:53:08,12.2,174.0,174.0,,6788.0,6599.0,19648.599609375,3.853909969329834,,30.86429977416992,,7.0,17.57740020751953,17.43869972229004,-0.0031023100018501,,,,,174.0,162.32899475097656,2039.758056640625,,,174.0,,,,,
4962671,"Dec 28, 2011, 6:27:06 AM","12/28/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:45:27,5.13,163.0,45.0,,2727.0,2727.0,8250.7001953125,4.2179999351501465,,11.845499992370604,,5.406869888305664,17.45159912109375,24.330900192260746,-0.0259575992822647,,,,,163.0,153.2030029296875,855.7051391601562,,,45.0,,,,,
4962672,"Jan 9, 2012, 5:27:06 AM","01/09/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:37:26,4.11,188.0,38.0,,2246.0,2246.0,6627.97021484375,4.076000213623047,,10.241399765014648,,7.0,17.379499435424805,34.48270034790039,-0.0071110799908638,,,,,188.0,150.0260009765625,687.9703979492188,,,38.0,,,,,
4962674,"Jan 14, 2012, 8:04:50 AM","01/14/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:44:54,5.09,164.0,44.0,,2694.0,2694.0,8195.8603515625,3.572000026702881,,11.752099990844728,,5.4176201820373535,17.374399185180664,14.08530044555664,-0.0067375497892498,,,,,164.0,151.61000061035156,850.6567993164062,,,44.0,,,,,
4962675,"Dec 9, 2011, 4:37:21 PM","12/09/2011 Bury St Edmunds, Suffolk, United Kingdom",Run,,1:18:12,9.17,171.0,99.0,,4692.0,4692.0,14756.2998046875,4.495999813079834,,0.0,,4.445539951324463,13.125900268554688,16.91160011291504,-0.003650699974969,,,,,171.0,157.6580047607422,1546.557373046875,,,99.0,,,,,
4962677,"Dec 11, 2011, 10:05:43 AM","12/11/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,1:34:16,10.13,169.0,122.0,,5656.0,5477.0,16300.7001953125,3.872070074081421,,23.497499465942383,,5.431570053100586,17.42889976501465,15.38479995727539,-0.0029061299283057,,,,,169.0,159.9510040283203,1692.212158203125,,,122.0,,,,,
4962678,"Jan 11, 2012, 5:43:25 AM","01/11/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:52:58,6.0,161.0,52.0,,3178.0,3178.0,9652.25,4.439839839935303,,11.807600021362305,,5.405879974365234,17.44770050048828,16.460800170898438,-0.0061001298017799,,,,,161.0,151.75799560546875,1001.8471069335938,,,52.0,,,,,
4962679,"Jan 8, 2012, 8:37:00 AM","01/08/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:36:53,4.14,167.0,42.0,,2213.0,2213.0,6667.85009765625,4.50600004196167,,10.308500289916992,,7.0,17.468700408935547,15.025099754333496,-0.0209350995719432,,,,,167.0,153.70899963378906,691.6193237304688,,,42.0,,,,,
4962680,"Jan 7, 2012, 9:43:07 AM","01/07/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,1:50:09,12.22,176.0,126.0,,6609.0,6440.0,19674.69921875,6.375999927520752,,30.662500381469727,,7.0,17.415199279785156,18.297100067138672,-0.0093850400298833,,,,,176.0,158.71400451660156,2041.9971923828125,,,126.0,,,,,
4962681,"Dec 10, 2011, 4:42:48 PM","12/10/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:54:59,6.08,173.0,54.0,,3299.0,3299.0,9797.4697265625,3.967989921569824,,11.850199699401855,,5.450240135192871,17.499799728393555,13.931900024414062,-0.0060946298763155,,,,,173.0,154.322998046875,1016.9609985351562,,,54.0,,,,,
4962684,"Dec 4, 2011, 9:44:11 AM","12/04/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,1:24:29,9.14,159.0,81.0,,5069.0,4933.0,14713.7001953125,3.849999904632568,,22.13479995727539,,5.4674601554870605,17.52519989013672,23.4862003326416,-0.0051867398433387,,,,,159.0,151.0469970703125,1527.3592529296875,,,81.0,,,,,
4962687,"Jan 4, 2012, 6:03:56 AM","01/04/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:55:07,6.08,162.0,54.0,,3307.0,3307.0,9788.6796875,3.75,,11.81350040435791,,5.431900024414063,17.45039939880371,16.355100631713867,-0.0024898101110011,,,,,162.0,150.66799926757812,1016.1005859375,,,54.0,,,,,
4962689,"Nov 28, 2011, 5:33:56 AM","11/28/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:47:10,5.1,169.0,47.0,,2830.0,2830.0,8217.0498046875,4.002049922943115,,10.323100090026855,,7.0,17.48550033569336,13.9306001663208,-0.0130626000463962,,,,,169.0,151.25900268554688,852.6160278320312,,,47.0,,,,,
4962690,"Dec 18, 2011, 10:01:00 AM","12/18/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,1:33:24,10.21,176.0,149.0,,5604.0,5526.0,16435.5,3.752150058746338,,23.48209953308105,,5.431089878082275,17.434600830078125,21.891000747680664,0.0010491899447515,,,,,176.0,164.67799377441406,1706.424072265625,,,149.0,,,,,
4962692,"Oct 12, 2011, 4:18:37 AM","10/12/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:35:19,4.11,,,,2119.0,2119.0,6627.66015625,3.839999914169312,,10.262999534606934,,7.0,17.416400909423828,52.7776985168457,-0.0018866399768739,,,,,,,688.022216796875,,,,,,,,
4962693,"Jan 12, 2012, 5:44:11 AM","01/12/2012 Bottisham, Cambridgeshire, United Kingdom",Run,,0:35:54,4.12,160.0,35.0,,2154.0,2154.0,6638.68017578125,3.947999954223633,,10.324999809265137,,7.0,17.49449920654297,15.602800369262695,-0.0095886504277586,,,,,160.0,148.05799865722656,688.9966430664062,,,35.0,,,,,
4962694,"Oct 27, 2011, 4:08:47 PM","10/27/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:25:51,3.04,,,,1551.0,1524.0,4898.0498046875,4.0,,0.0,,7.948209762573242,15.589300155639648,16.140899658203125,-0.0036764300893992,,,79.0,76.99739837646484,,,508.06585693359375,,,,,,,,
4962695,"Nov 30, 2011, 6:19:33 AM","11/30/2011 Bottisham, Cambridgeshire, United Kingdom",Run,,0:43:51,5.07,172.0,58.0,,2631.0,2581.0,8165.2900390625,4.1479997634887695,,11.556500434875488,,2.4226200580596924,16.622499465942383,17.266199111938477,-0.0166798997670412,,,,,172.0,157.76800537109375,846.6658325195312,,,58.0,,,,,
4962696,"Jan 1, 2012, 11:30:56 AM","01/01/2012 Wymondham, Norfolk County, United Kingdom",Run,,0:46:11,6.24,183.0,92.0,,2771.0,2771.0,10039.7998046875,4.895899772644043,,40.397098541259766,,33.07740020751953,62.42919921875,13.540900230407717,-0.0085686901584267,,,,,183.0,171.968994140625,1058.1663818359375,,,92.0,,,,,
